,id_projeto,data_inicio,data_fim,descricao,descricao.1,ch_dedicada,sexo,ativo,id_pessoa,id_discente,curso,id_servidor,denominacao,unidade_lotacao
5242,520,2017,31/12/2017,DOCENTE,ORIENTADOR,320,M,False,14714,,,15790.0,Docente                       ,CCM
5243,520,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,14714,,,15790.0,Docente                       ,CCM
5244,520,2017,31/12/2017,DOCENTE,ORIENTADOR,320,F,False,9773,,,9775.0,Docente                       ,CCM
5245,520,2017,31/12/2017,DOCENTE,ORIENTADOR,1,F,False,9773,,,9775.0,Docente                       ,CCM
5246,520,2017,31/12/2017,DOCENTE,ORIENTADOR,1,M,False,14714,,,15790.0,Docente                       ,CCM
5251,2976,2018,31/12/2018,DOCENTE,COORDENADOR(A),570,F,True,407023,,,21225.0,Docente                       ,CCA
5253,1172,2017,31/12/2017,DOCENTE,COLABORADOR(A),72,M,True,195860,,,19029.0,Docente                       ,CTDR
5255,1172,2017,31/12/2017,DOCENTE,COLABORADOR(A),72,F,True,393805,,,20720.0,Docente                       ,CTDR
5259,1172,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,405236,,,21078.0,Docente                       ,CTDR
5261,1172,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),220,M,True,213386,,,19473.0,Docente                       ,CTDR
5262,1172,2017,31/12/2017,DOCENTE,COLABORADOR(A),72,M,True,19286,,,19741.0,Docente                       ,CTDR
5265,734,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,14081,,,14084.0,Docente                       ,CCA
5266,734,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,M,True,13130,,,15172.0,Docente                       ,CCA
5278,1108,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,M,True,13223,,,15192.0,Docente                       ,CCTA
5284,1108,2017,31/12/2017,DOCENTE,COORDENADOR(A),320,M,True,6250,,,15749.0,Docente                       ,CCTA
5288,2978,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),50,M,True,10422,,,10424.0,Docente                       ,CCHSA
5290,1185,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,12212,,,12215.0,Docente                       ,CCEN
5294,1185,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,260354,,,19725.0,Docente                       ,CCEN
5296,1185,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,False,260354,,,19725.0,Docente                       ,CCEN
5297,1185,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,False,12212,,,12215.0,Docente                       ,CCEN
5298,1185,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,10703,,,10705.0,Docente                       ,CCEN
5307,1408,2017,31/12/2017,DOCENTE,COORDENADOR(A),360,F,True,13085,,,15165.0,Docente                       ,CCTA
5308,1408,2017,31/08/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),338,F,True,13962,,,13965.0,Docente                       ,CCTA
5310,1408,2017,31/07/2017,DOCENTE,COORDENADOR(A),388,F,True,13272,,,13275.0,Docente                       ,CCTA
5316,657,2016,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,M,True,10759,,,15304.0,Docente                       ,CCS
5317,657,2016,27/02/2017,DOCENTE,COLABORADOR(A),1,M,False,10759,,,15304.0,Docente                       ,CCS
5318,657,2016,31/12/2017,DOCENTE,COLABORADOR(A),640,M,True,13658,,,13661.0,Docente                       ,CCM
5319,657,2016,27/02/2017,DOCENTE,COLABORADOR(A),1,M,False,13658,,,13661.0,Docente                       ,CCM
5320,657,2016,27/02/2017,DOCENTE,COLABORADOR(A),1,M,False,13658,,,13661.0,Docente                       ,CCM
5322,657,2016,31/12/2017,DOCENTE,COLABORADOR(A),640,M,True,370616,,,20560.0,Docente                       ,CCS
5323,657,2016,31/12/2017,DOCENTE,COLABORADOR(A),640,M,True,11674,,,14931.0,Docente                       ,CCS
5324,657,2016,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,12865,,,15135.0,Docente                       ,CCS
5325,657,2016,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,11266,,,15324.0,Docente                       ,CCS
5326,657,2016,31/12/2017,DOCENTE,COLABORADOR(A),640,M,True,14055,,,14058.0,Docente                       ,CCS
5327,657,2016,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,12320,,,15054.0,Docente                       ,CCS
5328,657,2016,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,13669,,,13672.0,Docente                       ,CCS
5329,599,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,M,False,8445,,,8445.0,Docente                       ,CCS
5332,599,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,M,True,9942,,,9944.0,Docente                       ,CCS
5333,599,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,M,True,8445,,,8445.0,Docente                       ,CCS
5356,599,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,173527,,,19525.0,Docente                       ,CCS
5357,1273,nan,,DOCENTE,COLABORADOR(A),15,F,True,11929,,,15358.0,Docente                       ,CCHLA
5358,1273,nan,,DOCENTE,COLABORADOR(A),15,M,True,13605,,,13608.0,Docente                       ,CCHLA
5359,1273,nan,,DOCENTE,COLABORADOR(A),15,F,True,13659,,,13662.0,Docente                       ,CCHLA
5360,1273,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,False,13605,,,13608.0,Docente                       ,CCHLA
5361,1273,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,False,13659,,,13662.0,Docente                       ,CCHLA
5362,1273,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,False,11929,,,15358.0,Docente                       ,CCHLA
5363,1273,nan,,DOCENTE,COORDENADOR(A),30,M,True,19348,,,20192.0,Docente                       ,CCHLA
5365,5983,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,180033,,,21881.0,Docente                       ,CCAE
5375,5983,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),70,F,True,11562,,,11565.0,Docente                       ,CCHLA
5376,5983,nan,,DOCENTE,COORDENADOR(A),70,M,True,13135,,,18772.0,Docente                       ,CCHLA
5378,973,nan,,DOCENTE,COORDENADOR(A),122,M,True,14094,,,14097.0,Docente                       ,CT
5380,959,2017,31/12/2017,DOCENTE,COLABORADOR(A),32,F,True,11403,,,14874.0,Docente                       ,CT
5381,959,2017,31/12/2017,DOCENTE,COLABORADOR(A),128,F,True,412050,,,21389.0,Docente                       ,CT
5384,959,2017,31/12/2017,DOCENTE,COORDENADOR(A),256,F,True,8426,,,8426.0,Docente                       ,CT
5387,959,2017,31/12/2017,DOCENTE,COLABORADOR(A),64,M,True,12778,,,18612.0,Docente                       ,CT
5388,1037,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,260345,,,19716.0,Docente                       ,CCSA
5389,1037,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,166693,,,21487.0,Docente                       ,CCSA
5390,1037,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,19199,,,18316.0,Docente                       ,CCSA
5391,1037,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,F,True,19209,,,18326.0,Docente                       ,CCSA
5397,1037,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,428313,,,21811.0,Docente                       ,CCSA
5399,1037,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,315971,,,19844.0,Docente                       ,CCSA
5413,1315,2017,31/12/2017,DOCENTE,COLABORADOR(A),4,F,True,177059,,,20550.0,Docente                       ,CTDR
5414,1315,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),24,F,True,13951,,,19738.0,Docente                       ,CTDR
5415,1315,2017,31/12/2017,DOCENTE,COORDENADOR(A),24,F,True,128280,,,19464.0,Docente                       ,CTDR
5418,1418,2017,31/12/2017,DOCENTE,COLABORADOR(A),20,F,True,13102,,,19495.0,Docente                       ,CCHLA
5424,5662,2019,31/12/2019,DOCENTE,COORDENADOR(A),400,M,True,7560,,,7560.0,Docente                       ,CCEN
5426,2311,2018,31/12/2018,DOCENTE,COLABORADOR(A),40,F,True,13462,,,13465.0,Docente                       ,CCHSA
5427,2311,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,F,True,195814,,,19008.0,Docente                       ,CCHSA
5432,2311,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,F,False,14255,,,14258.0,Docente                       ,CCHSA
5439,2311,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,F,True,12424,,,15081.0,Docente                       ,CCHSA
5449,697,2017,31/12/2017,DOCENTE,COLABORADOR(A),32,F,True,12123,,,12126.0,Docente                       ,CCHSA
5450,697,2017,31/12/2017,DOCENTE,COLABORADOR(A),16,M,True,12693,,,12696.0,Docente                       ,CCHSA
5456,697,2017,31/12/2017,DOCENTE,COLABORADOR(A),2,F,True,9851,,,9853.0,Docente                       ,CCHSA
5457,697,2017,31/12/2017,DOCENTE,COORDENADOR(A),32,F,True,12110,,,12113.0,Docente                       ,CCHSA
5461,1416,2017,31/12/2017,DOCENTE,COLABORADOR(A),165,F,True,108849,,,19627.0,Docente                       ,CTDR
5462,1416,2017,31/12/2017,DOCENTE,COLABORADOR(A),160,F,True,196467,,,19066.0,Docente                       ,CTDR
5463,1416,2017,31/12/2017,DOCENTE,COLABORADOR(A),220,F,True,36734,,,19534.0,Docente                       ,CTDR
5464,1416,2017,31/12/2017,DOCENTE,COLABORADOR(A),310,F,True,19182,,,18299.0,Docente                       ,CTDR
5465,1416,2017,31/12/2017,DOCENTE,COORDENADOR(A),300,M,True,172913,,,18753.0,Docente                       ,CTDR
5472,419,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,10043,,,14622.0,Docente                       ,CT
5474,419,2017,31/12/2017,DOCENTE,COLABORADOR(A),10,F,False,2722,,,2722.0,Docente                       ,CT
5475,5646,2019,31/12/2019,DOCENTE,COLABORADOR(A),190,M,True,13501,,,13504.0,Docente                       ,CCEN
5476,5646,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),350,F,True,167611,,,18581.0,Docente                       ,CCEN
5477,5646,2019,31/12/2019,DOCENTE,COLABORADOR(A),190,F,True,11879,,,11882.0,Docente                       ,CCEN
5478,5646,2019,31/12/2019,DOCENTE,COLABORADOR(A),140,M,True,497191,,,22754.0,Docente                       ,CCEN
5479,5646,2019,31/12/2019,DOCENTE,COLABORADOR(A),110,F,True,13935,,,13938.0,Docente                       ,CCEN
5480,5646,2019,31/12/2019,DOCENTE,COORDENADOR(A),630,F,True,114936,,,21984.0,Docente                       ,CCEN
5489,1216,nan,,DOCENTE,MINISTRANTE,340,F,True,14015,,,14018.0,Docente                       ,CCHSA
5490,1216,nan,,DOCENTE,MINISTRANTE,340,M,True,12822,,,12825.0,Docente                       ,CCHSA
5491,1216,nan,,DOCENTE,COORDENADOR(A),640,M,True,80119,,,20111.0,Docente                       ,CCHSA
5492,2197,2018,31/12/2018,DOCENTE,COLABORADOR(A),800,M,True,8350,,,8350.0,Docente                       ,CCTA
5494,2197,2018,31/12/2018,DOCENTE,COLABORADOR(A),350,M,True,12444,,,12447.0,Docente                       ,CCTA
5495,2197,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,M,True,164615,,,21116.0,Docente                       ,CCTA
5507,2197,2017,31/12/2017,DOCENTE,COLABORADOR(A),200,M,False,407391,,,21236.0,Docente                       ,CCTA
5511,2197,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,False,399022,,,20905.0,Docente                       ,CCTA
5512,2197,2017,31/12/2017,DOCENTE,COLABORADOR(A),400,M,False,8091,,,8091.0,Docente                       ,CCTA
5513,2197,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,13087,,,20095.0,Docente                       ,CCTA
5514,681,2017,31/12/2017,DOCENTE,COORDENADOR(A),4,M,True,172185,,,19194.0,Docente                       ,CEAR
5516,681,2017,31/12/2017,DOCENTE,COLABORADOR(A),4,F,True,171736,,,19192.0,Docente                       ,CEAR
5517,681,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),4,M,True,12875,,,12878.0,Docente                       ,CCSA
5520,1178,nan,,DOCENTE,COLABORADOR(A),10,F,True,9059,,,9060.0,Docente                       ,CCHLA
5526,1178,nan,,DOCENTE,COORDENADOR(A),10,F,True,13143,,,15176.0,Docente                       ,CE
5541,1178,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,False,9059,,,9060.0,Docente                       ,CCHLA
5552,960,2017,31/12/2017,DOCENTE,COLABORADOR(A),16,M,True,36002,,,21558.0,Docente                       ,CCSA
5559,960,2017,31/12/2017,DOCENTE,COORDENADOR(A),16,M,True,12894,,,12897.0,Docente                       ,CCSA
5577,960,2017,31/12/2017,DOCENTE,COLABORADOR(A),16,F,True,28307,,,19450.0,Docente                       ,CI
5581,960,2017,31/12/2017,DOCENTE,COLABORADOR(A),16,F,True,267878,,,20588.0,Docente                       ,CCEN
5584,926,2017,31/12/2017,DOCENTE,COORDENADOR(A),128,F,True,41367,,,19811.0,Docente                       ,CT
5585,926,2017,31/12/2017,DOCENTE,COLABORADOR(A),64,F,True,169766,,,20286.0,Docente                       ,CEAR
5588,926,2017,31/12/2017,DOCENTE,COLABORADOR(A),64,M,True,196802,,,19116.0,Docente                       ,CT
5589,926,2017,31/12/2017,DOCENTE,COLABORADOR(A),64,F,True,9318,,,9319.0,Docente                       ,CT
5590,926,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),64,F,True,10493,,,10495.0,Docente                       ,CT
5599,1003,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,220812,,,19578.0,Docente                       ,CCHLA
5600,1003,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),520,F,True,12371,,,19304.0,Docente                       ,CCHLA
5601,1003,2017,31/12/2017,DOCENTE,COLABORADOR(A),103,F,False,12371,,,19304.0,Docente                       ,CCHLA
5603,1003,2017,31/12/2017,DOCENTE,COLABORADOR(A),40,F,True,14053,,,14056.0,Docente                       ,CT
5604,1052,2017,31/12/2017,DOCENTE,COLABORADOR(A),29,F,True,13542,,,13545.0,Docente                       ,CCS
5605,1052,2017,31/12/2017,DOCENTE,COLABORADOR(A),29,F,True,13699,,,13702.0,Docente                       ,CCS
5609,1052,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,30084,,,20580.0,Docente                       ,CCS
5610,1052,2017,31/12/2017,DOCENTE,COLABORADOR(A),29,F,True,12319,,,15053.0,Docente                       ,CCS
5611,1052,2017,31/12/2017,DOCENTE,COLABORADOR(A),29,F,True,13660,,,13663.0,Docente                       ,CCS
5612,1052,2017,31/12/2017,DOCENTE,COLABORADOR(A),29,M,True,19316,,,18410.0,Docente                       ,CCS
5615,928,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,13945,,,13948.0,Docente                       ,CCSA
5617,1159,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,M,True,12510,,,15091.0,Docente                       ,CE
5618,1159,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,9808,,,9810.0,Docente                       ,CE
5622,1130,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,11265,,,14835.0,Docente                       ,CCA
5627,5917,2019,31/12/2019,DOCENTE,COLABORADOR(A),120,F,True,405236,,,21078.0,Docente                       ,CTDR
5628,5917,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,19286,,,19741.0,Docente                       ,CTDR
5629,5917,2019,31/12/2019,DOCENTE,COLABORADOR(A),100,F,True,405239,,,21089.0,Docente                       ,CTDR
5631,5917,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),120,M,True,213386,,,19473.0,Docente                       ,CTDR
5634,5917,2019,31/12/2019,DOCENTE,COLABORADOR(A),100,F,True,170681,,,20513.0,Docente                       ,CTDR
5635,5917,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,M,True,195860,,,19029.0,Docente                       ,CTDR
5636,2711,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,9447,,,19661.0,Docente                       ,CCHLA
5649,1346,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,F,True,10600,,,18843.0,Docente                       ,CE
5650,1346,2017,31/12/2017,DOCENTE,COLABORADOR(A),20,M,False,10406,,,10408.0,Docente                       ,CE
5651,1346,2017,31/05/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),20,F,False,170855,,,18819.0,Docente                       ,CE
5652,1346,2017,31/12/2017,DOCENTE,COLABORADOR(A),40,M,True,12433,,,12436.0,Docente                       ,CE
5653,1346,2017,31/12/2017,DOCENTE,COORDENADOR(A),320,F,True,170855,,,18819.0,Docente                       ,CE
5654,1346,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,False,11850,,,11853.0,Docente                       ,CE
5657,2430,2018,31/12/2018,DOCENTE,COLABORADOR(A),50,F,True,11934,,,14993.0,Docente                       ,CCEN
5664,2430,2018,31/12/2018,DOCENTE,ORIENTADOR,10,M,True,4837,,,15701.0,Docente                       ,CI
5668,2430,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,F,False,11934,,,14993.0,Docente                       ,CCEN
5669,5716,2019,31/12/2019,DOCENTE,COORDENADOR(A),154,F,True,364277,,,20353.0,Docente                       ,CCSA
5682,2891,2018,20/12/2018,DOCENTE,COLABORADOR(A),320,F,True,10095,,,14629.0,Docente                       ,CCS
5683,2891,2018,20/12/2018,DOCENTE,COLABORADOR(A),320,F,True,11292,,,15328.0,Docente                       ,CCS
5684,2891,2018,20/12/2018,DOCENTE,COLABORADOR(A),320,F,True,9163,,,9164.0,Docente                       ,CCS
5686,2891,2018,20/12/2018,DOCENTE,COORDENADOR(A),800,F,True,13724,,,13727.0,Docente                       ,CCS
5693,2524,2018,16/12/2018,DOCENTE,COORDENADOR(A),640,F,True,19207,,,18324.0,Docente                       ,CE
5695,2524,2018,16/12/2018,DOCENTE,COLABORADOR(A),160,F,True,181271,,,19630.0,Docente                       ,CE
5696,2524,2018,16/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),160,F,True,8051,,,15818.0,Docente                       ,CE
5716,963,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,167619,,,18589.0,Docente                       ,CTDR
5717,963,2017,31/12/2017,DOCENTE,COLABORADOR(A),90,F,True,13990,,,13993.0,Docente                       ,CTDR
5733,5724,2019,31/12/2019,DOCENTE,COLABORADOR(A),210,M,True,399802,,,20992.0,Docente                       ,CCA
5734,5724,2019,31/12/2019,DOCENTE,COORDENADOR(A),630,F,True,12438,,,12441.0,Docente                       ,CCA
5741,498,2017,30/11/2017,DOCENTE,COORDENADOR(A),308,M,True,13676,,,13679.0,Docente                       ,CCA
5752,975,2017,31/12/2017,DOCENTE,COLABORADOR(A),50,F,False,12844,,,15134.0,Docente                       ,CCAE
5755,994,2017,31/12/2017,DOCENTE,COORDENADOR(A),320,M,True,341892,,,20132.0,Docente                       ,CCHSA
5756,994,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,F,True,12373,,,12376.0,Docente                       ,CCHSA
5758,1102,2017,31/12/2017,DOCENTE,COLABORADOR(A),540,M,True,11631,,,14921.0,Docente                       ,CCA
5759,1102,2017,31/12/2017,DOCENTE,COLABORADOR(A),540,M,True,13409,,,13412.0,Docente                       ,CCHSA
5761,1102,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,172525,,,19053.0,Docente                       ,CCHSA
5762,1102,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,F,True,9851,,,9853.0,Docente                       ,CCHSA
5763,1102,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,False,13409,,,13412.0,Docente                       ,CCHSA
5764,1102,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,False,11631,,,14921.0,Docente                       ,CCA
5765,1102,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,9851,,,9853.0,Docente                       ,CCHSA
5779,581,2017,31/12/2017,DOCENTE,COLABORADOR(A),107,M,True,5761,,,5761.0,Docente                       ,CT
5781,581,2017,31/12/2017,DOCENTE,COLABORADOR(A),103,M,True,31833,,,20818.0,Docente                       ,CT
5782,581,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,196802,,,19116.0,Docente                       ,CT
5784,581,2017,31/12/2017,DOCENTE,COLABORADOR(A),103,F,True,41367,,,19811.0,Docente                       ,CT
5785,581,2017,31/12/2017,DOCENTE,COLABORADOR(A),93,M,True,372245,,,20572.0,Docente                       ,CT
5787,2688,2018,16/12/2018,DOCENTE,COLABORADOR(A),320,F,True,25626,,,19144.0,Docente                       ,CE
5788,2688,2018,16/12/2018,DOCENTE,COLABORADOR(A),320,F,True,8051,,,15818.0,Docente                       ,CE
5789,2688,2018,16/12/2018,DOCENTE,COLABORADOR(A),320,F,True,181271,,,19630.0,Docente                       ,CE
5798,2688,2018,16/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,F,True,19207,,,18324.0,Docente                       ,CE
5799,2688,2018,16/12/2018,DOCENTE,COORDENADOR(A),400,F,True,9637,,,9639.0,Docente                       ,CE
5807,1192,2017,31/12/2017,DOCENTE,COLABORADOR(A),160,F,True,14461,,,14464.0,Docente                       ,CT
5808,1192,2017,31/12/2017,DOCENTE,COLABORADOR(A),160,F,True,13952,,,13955.0,Docente                       ,CT
5809,1192,2017,31/12/2017,DOCENTE,COORDENADOR(A),380,M,True,14028,,,15251.0,Docente                       ,CT
